,0,1,2,3,4,5,6,7,8
34,"[0.33       0.38666667 0.40333333 0.51333333 0.53       0.57
 0.66       0.66666667 0.71333333 0.73       0.76666667 0.8       ]","[0.30666667 0.40833333 0.425      0.50833333 0.54666667 0.62833333
 0.67333333 0.73333333 0.73666667 0.785      0.79666667 0.84333333]","          0
0  0.333333
1  0.333333
2  0.666667
3  1.000000","          0
0  1.000000
1  1.000000
2  1.000000
3  0.666667",0.1,3,0.3,0.2,0.6
35,"[0.31666667 0.35333333 0.41       0.52333333 0.53333333 0.62666667
 0.66       0.65666667 0.69333333 0.74       0.80666667 0.78      ]","[0.35       0.37666667 0.455      0.49333333 0.55333333 0.625
 0.665      0.71666667 0.74666667 0.77833333 0.79333333 0.825     ]","          0
0  0.666667
1  0.666667
2  0.666667
3  0.000000","          0
0  0.666667
1  0.666667
2  1.000000
3  0.333333",0.2,3,0.3,0.2,0.6
36,"[0.34       0.45333333 0.41333333 0.52       0.54       0.59333333
 0.68333333 0.70666667 0.70666667 0.75333333 0.78666667 0.81666667]","[0.32333333 0.39166667 0.41166667 0.52       0.56166667 0.595
 0.68       0.69666667 0.77333333 0.78166667 0.80666667 0.82166667]","          0
0  1.000000
1  0.666667
2  0.333333
3  1.000000","          0
0  1.000000
1  0.666667
2  0.666667
3  0.666667",0.3,3,0.3,0.2,0.6
37,"[0.30333333 0.39666667 0.44333333 0.50666667 0.57333333 0.62
 0.63333333 0.65666667 0.71666667 0.68666667 0.81333333 0.82333333]","[0.29333333 0.37333333 0.43666667 0.495      0.605      0.62333333
 0.70333333 0.72833333 0.75333333 0.77       0.77666667 0.845     ]","          0
0  0.666667
1  1.000000
2  0.666667
3  1.000000","          0
0  0.666667
1  1.000000
2  0.666667
3  1.000000",0.4,3,0.3,0.2,0.6
38,"[0.35333333 0.43333333 0.43666667 0.48666667 0.54333333 0.55666667
 0.64333333 0.69333333 0.74666667 0.75       0.76666667 0.80666667]","[0.35       0.35833333 0.45833333 0.52666667 0.54166667 0.65666667
 0.65833333 0.72166667 0.75166667 0.79833333 0.805      0.83      ]","          0
0  0.666667
1  0.666667
2  1.000000
3  0.666667","     0
0  1.0
1  1.0
2  1.0
3  1.0",0.5,3,0.3,0.2,0.6
39,"[0.27333333 0.4        0.42666667 0.54333333 0.51333333 0.62
 0.63666667 0.63666667 0.73333333 0.75       0.80666667 0.79333333]","[0.35333333 0.36833333 0.41833333 0.48       0.55       0.61166667
 0.69       0.68333333 0.765      0.78333333 0.78666667 0.82166667]","          0
0  0.666667
1  0.666667
2  0.666667
3  0.666667","          0
0  0.333333
1  1.000000
2  0.666667
3  0.666667",0.1,4,0.3,0.2,0.6
40,"[0.33333333 0.38       0.38333333 0.39666667 0.54666667 0.53
 0.60333333 0.64333333 0.71333333 0.73       0.77333333 0.81      ]","[0.31333333 0.38833333 0.445      0.52       0.61166667 0.605
 0.68833333 0.72666667 0.74333333 0.76166667 0.81166667 0.83      ]","          0
0  0.333333
1  1.000000
2  0.666667
3  0.666667","          0
0  1.000000
1  1.000000
2  1.000000
3  0.333333",0.2,4,0.3,0.2,0.6
41,"[0.32333333 0.42333333 0.43       0.49666667 0.58       0.62333333
 0.62       0.63666667 0.68333333 0.71333333 0.76       0.79333333]","[0.365      0.365      0.40666667 0.53833333 0.595      0.64166667
 0.65833333 0.71166667 0.75166667 0.75666667 0.81833333 0.84666667]","          0
0  0.666667
1  1.000000
2  1.000000
3  1.000000","     0
0  1.0
1  1.0
2  1.0
3  1.0",0.3,4,0.3,0.2,0.6
42,"[0.4        0.37333333 0.42       0.45       0.50666667 0.6
 0.66666667 0.67       0.71333333 0.74333333 0.81       0.80333333]","[0.29166667 0.39333333 0.49       0.53666667 0.57166667 0.635
 0.71333333 0.69333333 0.76833333 0.79833333 0.765      0.84833333]","          0
0  0.666667
1  1.000000
2  0.666667
3  1.000000","          0
0  1.000000
1  0.666667
2  1.000000
3  1.000000",0.4,4,0.3,0.2,0.6
43,"[0.32       0.32333333 0.42666667 0.52       0.52       0.61666667
 0.60666667 0.69666667 0.70333333 0.73333333 0.80333333 0.77666667]","[0.345      0.37333333 0.43333333 0.475      0.56833333 0.60333333
 0.66       0.675      0.74333333 0.76833333 0.795      0.83166667]","          0
0  0.666667
1  0.666667
2  0.666667
3  1.000000","          0
0  1.000000
1  0.666667
2  0.666667
3  0.666667",0.5,4,0.3,0.2,0.6
