"model","setSize","model.ID","estimate","estimate.type"
"bias","s6",8348,0.0403809523857143,"slope"
"bias","s6",8349,0.321666666666667,"y-int"
"bias","s6",8349,0.0257142857142857,"slope"
"bias","s6",8350,0.291111111073333,"y-int"
"bias","s6",8350,0.0166666666742857,"slope"
"bias","s6",8351,0.374666666653333,"y-int"
"bias","s6",8351,0.00533333333714284,"slope"
"bias","s6",8352,0.30477777776,"y-int"
"bias","s6",8352,0.0460952380971428,"slope"
"bias","s6",8353,0.29944444444,"y-int"
"bias","s6",8353,0.02285714286,"slope"
"bias","s6",8354,0.309444444453334,"y-int"
"bias","s6",8354,0.01738095238,"slope"
"bias","s6",8355,0.39844444442,"y-int"
"bias","s6",8355,4.76190514285583e-05,"slope"
"bias","s6",8356,0.33888888888,"y-int"
"bias","s6",8356,0.0411904761914286,"slope"
"bias","s6",8357,0.299111111093333,"y-int"
"bias","s6",8357,0.0274761904828571,"slope"
"bias","s6",8358,0.275555555546667,"y-int"
"bias","s6",8358,0.0328571428628571,"slope"
"bias","s6",8359,0.36522222224,"y-int"
"bias","s6",8359,0.00580952380285711,"slope"
"bias","s6",8360,0.339666666666667,"y-int"
"bias","s6",8360,0.0427142857142857,"slope"
"bias","s6",8361,0.301888888893333,"y-int"
"bias","s6",8361,0.0293809523828571,"slope"
"bias","s6",8362,0.31744444444,"y-int"
"bias","s6",8362,0.0212857142885714,"slope"
"bias","s6",8363,0.348333333373333,"y-int"
"bias","s6",8363,0.0114285714171428,"slope"
"bias","s6",8364,0.29200000002,"y-int"
"bias","s6",8364,0.0508571428514285,"slope"
"bias","s6",8365,0.30722222222,"y-int"
"bias","s6",8365,0.0261904761942857,"slope"
"bias","s6",8366,0.27511111108,"y-int"
"bias","s6",8366,0.0312380952485714,"slope"
"bias","s6",8367,0.37444444444,"y-int"
"bias","s6",8367,0.00404761904571427,"slope"
"bias","s6",8368,0.282555555546667,"y-int"
"bias","s6",8368,0.0746666666628572,"slope"
"bias","s6",8369,0.304111111113333,"y-int"
"bias","s6",8369,0.0389047619057143,"slope"
"bias","s6",8370,0.254444444486667,"y-int"
"bias","s6",8370,0.0397619047514286,"slope"
"bias","s6",8371,0.3481111111,"y-int"
"bias","s6",8371,0.0110952381,"slope"
"bias","s6",8372,0.2788888889,"y-int"
"bias","s6",8372,0.0695238095285714,"slope"
"bias","s6",8373,0.270111111086667,"y-int"
"bias","s6",8373,0.0421904761942857,"slope"
"bias","s6",8374,0.365111111153334,"y-int"
"bias","s6",8374,0.01219047618,"slope"
"bias","s6",8375,0.295777777766667,"y-int"
"bias","s6",8375,0.027,"slope"
"bias","s6",8376,0.186666666666667,"y-int"
"bias","s6",8376,0.0964285714285714,"slope"
"bias","s6",8377,0.262555555553333,"y-int"
"bias","s6",8377,0.0463333333371429,"slope"
"bias","s6",8378,0.304555555593334,"y-int"
"bias","s6",8378,0.02695238094,"slope"
"bias","s6",8379,0.335666666686667,"y-int"
"bias","s6",8379,0.0195714285657143,"slope"
"bias","s6",8380,0.201444444406667,"y-int"
"bias","s6",8380,0.0906190476314286,"slope"
"bias","s6",8381,0.23222222222,"y-int"
"bias","s6",8381,0.0495238095228571,"slope"
"bias","s6",8382,0.3281111111,"y-int"
"bias","s6",8382,0.0265714285714286,"slope"
"bias","s6",8383,0.290444444413333,"y-int"
"bias","s6",8383,0.0244761904771429,"slope"
"bias","s6",8384,0.201333333373333,"y-int"
"bias","s6",8384,0.0858095238028571,"slope"
"bias","s6",8385,0.263777777806667,"y-int"
"bias","s6",8385,0.0423333333314286,"slope"
"bias","s6",8386,0.349999999973334,"y-int"
"bias","s6",8386,0.01595238096,"slope"
"bias","s6",8387,0.277666666646667,"y-int"
"bias","s6",8387,0.0280476190485714,"slope"
"bias","s6",8388,0.194111111086667,"y-int"
"bias","s6",8388,0.110333333337143,"slope"
"bias","s6",8389,0.23922222222,"y-int"
"bias","s6",8389,0.0606190476228572,"slope"
"bias","s6",8390,0.35511111112,"y-int"
"bias","s6",8390,0.0148095238085714,"slope"
"bias","s6",8391,0.298666666666667,"y-int"
"bias","s6",8391,0.0237142857142857,"slope"
"bias","s6",8392,0.18811111108,"y-int"
"bias","s6",8392,0.113000000005714,"slope"
"bias","s6",8393,0.246444444406667,"y-int"
"bias","s6",8393,0.0618095238171429,"slope"
"bias","s6",8394,0.351000000013333,"y-int"
"bias","s6",8394,0.0187619047628571,"slope"
"bias","s6",8395,0.33455555558,"y-int"
"bias","s6",8395,0.0202857142771428,"slope"
"bias","s6",8396,0.17800000002,"y-int"
"bias","s6",8396,0.103428571422857,"slope"
"bias","s6",8397,0.234888888853333,"y-int"
"bias","s6",8397,0.0573333333371429,"slope"
"bias","s6",8398,0.38944444442,"y-int"
"bias","s6",8398,0.00833333333714285,"slope"
"bias","s6",8399,0.325666666646667,"y-int"
"bias","s6",8399,0.0212380952485714,"slope"
"bias","s6",8400,0.231444444413333,"y-int"
"bias","s6",8400,0.0920476190485714,"slope"
"bias","s6",8401,0.269444444426667,"y-int"
"bias","s6",8401,0.0519047619114286,"slope"
"bias","s6",8402,0.327111111126667,"y-int"
"bias","s6",8402,0.0239999999971428,"slope"
"bias","s6",8403,0.314888888866667,"y-int"
"bias","s6",8403,0.0206666666714286,"slope"
"bias","s6",8404,0.259000000006667,"y-int"
"bias","s6",8404,0.0836190476171428,"slope"
"bias","s6",8405,0.25955555558,"y-int"
"bias","s6",8405,0.0452857142771428,"slope"
"bias","s6",8406,0.34322222222,"y-int"
"bias","s6",8406,0.0201904761942857,"slope"
"bias","s6",8407,0.295555555546667,"y-int"
"bias","s6",8407,0.0271428571485714,"slope"
"bias","s6",8408,0.227666666646667,"y-int"
"bias","s6",8408,0.106142857148571,"slope"
"bias","s6",8409,0.204777777726667,"y-int"
"bias","s6",8409,0.0739523809685714,"slope"
"bias","s6",8410,0.33311111112,"y-int"
"bias","s6",8410,0.0246666666657143,"slope"
"bias","s6",8411,0.294888888846667,"y-int"
"bias","s6",8411,0.0263809523914285,"slope"
"bias","s6",8412,0.185222222206667,"y-int"
"bias","s6",8412,0.111285714288571,"slope"
"bias","s6",8413,0.278444444426667,"y-int"
"bias","s6",8413,0.0605238095257143,"slope"
"bias","s6",8414,0.35155555558,"y-int"
"bias","s6",8414,0.0189999999914286,"slope"
"bias","s6",8415,0.28222222224,"y-int"
"bias","s6",8415,0.0302380952314285,"slope"
"bias","s6",8416,0.172888888873333,"y-int"
"bias","s6",8416,0.11195238096,"slope"
"bias","s6",8417,0.262111111093333,"y-int"
"bias","s6",8417,0.05923809524,"slope"
"bias","s6",8418,0.33233333338,"y-int"
"bias","s6",8418,0.0231428571342857,"slope"
"bias","s6",8419,0.264555555526667,"y-int"
"bias","s6",8419,0.0333809523828572,"slope"
"bias","s6",8420,0.22844444444,"y-int"
"bias","s6",8420,0.100285714288571,"slope"
"bias","s6",8421,0.245444444466667,"y-int"
"bias","s6",8421,0.0649523809428571,"slope"
"bias","s6",8422,0.329333333333334,"y-int"
"bias","s6",8422,0.0225714285714285,"slope"
"bias","s6",8423,0.328555555573333,"y-int"
"bias","s6",8423,0.0208095238028571,"slope"
"bias","s6",8424,0.199555555546667,"y-int"
"bias","s6",8424,0.102190476191429,"slope"
"bias","s6",8425,0.251777777833333,"y-int"
"bias","s6",8425,0.0631428571285714,"slope"
"bias","s6",8426,0.319222222226667,"y-int"
"bias","s6",8426,0.0260952380971428,"slope"
"bias","s6",8427,0.306777777786667,"y-int"
"bias","s6",8427,0.0205238095228571,"slope"
"bias","s6",8428,0.185111111106667,"y-int"
"bias","s6",8428,0.11076190476,"slope"
"bias","s6",8429,0.270888888873333,"y-int"
"bias","s6",8429,0.0615714285742857,"slope"
"bias","s6",8430,0.349444444446667,"y-int"
"bias","s6",8430,0.01952380952,"slope"
"bias","s6",8431,0.29866666662,"y-int"
"bias","s6",8431,0.0289523809657143,"slope"
"bias","s6",8432,0.2191111111,"y-int"
"bias","s6",8432,0.106523809528571,"slope"
"bias","s6",8433,0.230444444466667,"y-int"
"bias","s6",8433,0.0666190476142857,"slope"
"bias","s6",8434,0.330444444433333,"y-int"
"bias","s6",8434,0.0228095238142857,"slope"
"bias","s6",8435,0.306444444406667,"y-int"
"bias","s6",8435,0.0260952381028571,"slope"
"bias","s6",8436,0.17277777776,"y-int"
"bias","s6",8436,0.112380952382857,"slope"
"bias","s6",8437,0.25211111108,"y-int"
"bias","s6",8437,0.0635238095342857,"slope"
"bias","s6",8438,0.3482222222,"y-int"
"bias","s6",8438,0.0242380952428571,"slope"
"bias","s6",8439,0.301777777766667,"y-int"
"bias","s6",8439,0.0233809523857143,"slope"
"bias","s6",8440,0.215333333353333,"y-int"
"bias","s6",8440,0.103714285708571,"slope"
"bias","s6",8441,0.246111111133333,"y-int"
"bias","s6",8441,0.0564285714285715,"slope"
"bias","s6",8442,0.32511111114,"y-int"
"bias","s6",8442,0.0219523809457143,"slope"
"bias","s6",8443,0.267666666646667,"y-int"
"bias","s6",8443,0.0304285714342857,"slope"
"bias","s6",8444,0.19544444448,"y-int"
"bias","s6",8444,0.111380952377143,"slope"
"bias","s6",8445,0.287444444406667,"y-int"
"bias","s6",8445,0.0508095238171428,"slope"
"bias","s6",8446,0.340888888826667,"y-int"
"bias","s6",8446,0.0239523809685714,"slope"
"bias","s6",8447,0.287666666666667,"y-int"
"bias","s6",8447,0.0297142857142857,"slope"
"bias","s6",8448,0.253777777806667,"y-int"
"bias","s6",8448,0.0570952380885714,"slope"
"bias","s6",8449,0.302555555526667,"y-int"
"bias","s6",8449,0.0310952380971429,"slope"
"bias","s6",8450,0.366555555566667,"y-int"
"bias","s6",8450,0.0116190476142857,"slope"
"bias","s6",8451,0.297555555566667,"y-int"
"bias","s6",8451,0.018,"slope"
"bias","s6",8452,0.262444444406667,"y-int"
"bias","s6",8452,0.0631904762028571,"slope"
"bias","s6",8453,0.278333333326667,"y-int"
"bias","s6",8453,0.0280952380971428,"slope"
"bias","s6",8454,0.340555555526667,"y-int"
"bias","s6",8454,0.0166666666685714,"slope"
"bias","s6",8455,0.33655555554,"y-int"
"bias","s6",8455,0.0132857142885714,"slope"
"bias","s6",8456,0.223555555533333,"y-int"
"bias","s6",8456,0.0717619047714286,"slope"
"bias","s6",8457,0.299333333333334,"y-int"
"bias","s6",8457,0.0282857142857143,"slope"
"bias","s6",8458,0.34511111108,"y-int"
"bias","s6",8458,0.0124285714342857,"slope"
"bias","s6",8459,0.326777777786667,"y-int"
"bias","s6",8459,0.0136190476228571,"slope"
"bias","s6",8460,0.227111111126667,"y-int"
"bias","s6",8460,0.0689999999971428,"slope"
"bias","s6",8461,0.280777777813333,"y-int"
"bias","s6",8461,0.0291428571342857,"slope"
"bias","s6",8462,0.36766666666,"y-int"
"bias","s6",8462,0.00995238095428568,"slope"
"bias","s6",8463,0.345666666626667,"y-int"
"bias","s6",8463,0.00933333333999997,"slope"
"bias","s6",8464,0.249555555553333,"y-int"
"bias","s6",8464,0.0671904761942857,"slope"
"bias","s6",8465,0.281111111113333,"y-int"
"bias","s6",8465,0.0383333333342857,"slope"
"bias","s6",8466,0.345777777753333,"y-int"
"bias","s6",8466,0.0110476190514286,"slope"
"bias","s6",8467,0.348888888886667,"y-int"
"bias","s6",8467,0.00809523809428572,"slope"
"bias","s6",8468,0.195222222253333,"y-int"
"bias","s6",8468,0.0967619047514286,"slope"
"bias","s6",8469,0.241888888886667,"y-int"
"bias","s6",8469,0.0517619047657143,"slope"
"bias","s6",8470,0.3611111111,"y-int"
"bias","s6",8470,0.0130952381,"slope"
"bias","s6",8471,0.29788888886,"y-int"
"bias","s6",8471,0.0157619047685714,"slope"
"bias","s6",8472,0.245777777813333,"y-int"
"bias","s6",8472,0.0879523809485714,"slope"
"bias","s6",8473,0.265333333333334,"y-int"
"bias","s6",8473,0.0468095238142857,"slope"
"bias","s6",8474,0.359666666653333,"y-int"
"bias","s6",8474,0.0153333333371429,"slope"
"bias","s6",8475,0.32488888888,"y-int"
"bias","s6",8475,0.0159047619057143,"slope"
"bias","s6",8476,0.237333333293333,"y-int"
"bias","s6",8476,0.0888571428685714,"slope"
"bias","s6",8477,0.284666666686667,"y-int"
"bias","s6",8477,0.0427142857085714,"slope"
"bias","s6",8478,0.35100000002,"y-int"
"bias","s6",8478,0.0147142857085714,"slope"
"bias","s6",8479,0.27588888892,"y-int"
"bias","s6",8479,0.0265714285657143,"slope"
"bias","s6",8480,0.19955555552,"y-int"
"bias","s6",8480,0.09147619048,"slope"
"bias","s6",8481,0.289444444406667,"y-int"
"bias","s6",8481,0.0366666666742857,"slope"
"bias","s6",8482,0.36299999998,"y-int"
"bias","s6",8482,0.0105714285771428,"slope"
"bias","s6",8483,0.32644444444,"y-int"
"bias","s6",8483,0.0163333333314285,"slope"
"bias","s6",8484,0.240111111126667,"y-int"
"bias","s6",8484,0.0843333333257143,"slope"
"bias","s6",8485,0.274111111133333,"y-int"
"bias","s6",8485,0.0415238095142857,"slope"
"bias","s6",8486,0.34266666664,"y-int"
"bias","s6",8486,0.0144761904885714,"slope"
"bias","s6",8487,0.306888888833333,"y-int"
"bias","s6",8487,0.0162857143,"slope"
"bias","s6",8488,0.18333333334,"y-int"
"bias","s6",8488,0.107380952374286,"slope"
"bias","s6",8489,0.259888888913333,"y-int"
"bias","s6",8489,0.0561428571342857,"slope"
"bias","s6",8490,0.33233333332,"y-int"
"bias","s6",8490,0.0205238095228571,"slope"
"bias","s6",8491,0.318888888933333,"y-int"
"bias","s6",8491,0.0173809523714286,"slope"
"bias","s6",8492,0.239222222193333,"y-int"
"bias","s6",8492,0.09942857144,"slope"
"bias","s6",8493,0.27888888884,"y-int"
"bias","s6",8493,0.0488095238171428,"slope"
"bias","s6",8494,0.321777777753333,"y-int"
"bias","s6",8494,0.0179047619085714,"slope"
"bias","s6",8495,0.318000000006667,"y-int"
"bias","s6",8495,0.0174761904742857,"slope"
"bias","s6",8496,0.201333333353334,"y-int"
"bias","s6",8496,0.10438095238,"slope"
"bias","s6",8497,0.269444444426667,"y-int"
"bias","s6",8497,0.0461904761971428,"slope"
"bias","s6",8498,0.30833333334,"y-int"
"bias","s6",8498,0.0183333333314285,"slope"
"bias","s6",8499,0.2988888889,"y-int"
"bias","s6",8499,0.0166666666714285,"slope"
"bias","s6",8500,0.262888888913333,"y-int"
"bias","s6",8500,0.0862380952342857,"slope"
"bias","s6",8501,0.273000000026667,"y-int"
"bias","s6",8501,0.0584285714257143,"slope"
"bias","s6",8502,0.313000000006667,"y-int"
"bias","s6",8502,0.0191428571457143,"slope"
"bias","s6",8503,0.300666666726667,"y-int"
"bias","s6",8503,0.0159999999828571,"slope"
"bias","s6",8504,0.223111111133333,"y-int"
"bias","s6",8504,0.0834761904714286,"slope"
"bias","s6",8505,0.252555555533333,"y-int"
"bias","s6",8505,0.0639523809571429,"slope"
"bias","s6",8506,0.329222222206667,"y-int"
"bias","s6",8506,0.0168095238171428,"slope"
"bias","s6",8507,0.319888888886667,"y-int"
"bias","s6",8507,0.0149523809514286,"slope"
"bias","s6",8508,0.250333333326667,"y-int"
"bias","s6",8508,0.0865714285685714,"slope"
"bias","s6",8509,0.27266666668,"y-int"
"bias","s6",8509,0.0663809523771429,"slope"
"bias","s6",8510,0.299444444426667,"y-int"
"bias","s6",8510,0.02714285714,"slope"
"bias","s6",8511,0.30900000004,"y-int"
"bias","s6",8511,0.0167142857028571,"slope"
"bias","s6",8512,0.212888888913333,"y-int"
"bias","s6",8512,0.0969523809485714,"slope"
"bias","s6",8513,0.266333333306666,"y-int"
"bias","s6",8513,0.0686666666742858,"slope"
"bias","s6",8514,0.325111111113333,"y-int"
"bias","s6",8514,0.0214761904771429,"slope"
"bias","s6",8515,0.32766666664,"y-int"
"bias","s6",8515,0.0190000000028571,"slope"
"bias","s6",8516,0.251111111113333,"y-int"
"bias","s6",8516,0.0930952380914286,"slope"
"bias","s6",8517,0.252999999993333,"y-int"
"bias","s6",8517,0.0667619047685714,"slope"
"bias","s6",8518,0.31422222222,"y-int"
"bias","s6",8518,0.0199047619085714,"slope"
"bias","s6",8519,0.31966666666,"y-int"
"bias","s6",8519,0.01723809524,"slope"
"bias","s6",8520,0.243333333286667,"y-int"
"bias","s6",8520,0.0902380952514285,"slope"
"bias","s6",8521,0.275666666633333,"y-int"
"bias","s6",8521,0.0643333333428571,"slope"
"bias","s6",8522,0.280000000026667,"y-int"
"bias","s6",8522,0.0304761904685714,"slope"
"bias","s6",8523,0.32400000002,"y-int"
"bias","s6",8523,0.0131428571371428,"slope"
"bias","s6",8524,0.243999999973334,"y-int"
"bias","s6",8524,0.0881428571457142,"slope"
"bias","s6",8525,0.281555555586667,"y-int"
"bias","s6",8525,0.0604285714228571,"slope"
"bias","s6",8526,0.32655555558,"y-int"
"bias","s6",8526,0.0182857142771428,"slope"
"bias","s6",8527,0.3344444445,"y-int"
"bias","s6",8527,0.0102380952285714,"slope"
"bias","s6",8528,0.267777777766667,"y-int"
"bias","s6",8528,0.0864285714285714,"slope"
"bias","s6",8529,0.26055555558,"y-int"
"bias","s6",8529,0.0671428571342857,"slope"
"bias","s6",8530,0.27911111114,"y-int"
"bias","s6",8530,0.0293809523742857,"slope"
"bias","s6",8531,0.310333333353334,"y-int"
"bias","s6",8531,0.0165714285657143,"slope"
"bias","s6",8532,0.227888888866667,"y-int"
"bias","s6",8532,0.0898095238142857,"slope"
"bias","s6",8533,0.285333333313333,"y-int"
"bias","s6",8533,0.06871428572,"slope"
"bias","s6",8534,0.31044444442,"y-int"
"bias","s6",8534,0.0216190476228571,"slope"
"bias","s6",8535,0.340111111086667,"y-int"
"bias","s6",8535,0.00695238095142857,"slope"
"bias","s6",8536,0.230000000033333,"y-int"
"bias","s6",8536,0.0971428571428571,"slope"
"bias","s6",8537,0.27511111112,"y-int"
"bias","s6",8537,0.0655238095228571,"slope"
"bias","s6",8538,0.301777777753334,"y-int"
"bias","s6",8538,0.0217142857228571,"slope"
"bias","s6",8539,0.328666666673334,"y-int"
"bias","s6",8539,0.00776190475999995,"slope"
"bias","s6",8540,0.2352222222,"y-int"
"bias","s6",8540,0.0900952381,"slope"
"bias","s6",8541,0.25911111108,"y-int"
"bias","s6",8541,0.06771428572,"slope"
"bias","s6",8542,0.325888888853334,"y-int"
"bias","s6",8542,0.0177619047657143,"slope"
"bias","s6",8543,0.30444444446,"y-int"
"bias","s6",8543,0.02023809524,"slope"
"bias","s6",8544,0.228888888886667,"y-int"
"bias","s6",8544,0.0878571428514286,"slope"
"bias","s6",8545,0.305333333373334,"y-int"
"bias","s6",8545,0.0594285714171428,"slope"
"bias","s6",8546,0.310333333373333,"y-int"
"bias","s6",8546,0.0194285714171428,"slope"
"bias","s6",8547,0.32377777776,"y-int"
"bias","s6",8547,0.0094761904828571,"slope"
"bias","s6",8548,0.27144444446,"y-int"
"bias","s6",8548,0.0713333333257142,"slope"
"bias","s6",8549,0.27244444438,"y-int"
"bias","s6",8549,0.0346190476342857,"slope"
"bias","s6",8550,0.315555555566667,"y-int"
"bias","s6",8550,0.0176190476142857,"slope"
"bias","s6",8551,0.326,"y-int"
"bias","s6",8551,0.00971428571428571,"slope"
"bias","s6",8552,0.20322222226,"y-int"
"bias","s6",8552,0.0801904761828571,"slope"
"bias","s6",8553,0.27244444442,"y-int"
"bias","s6",8553,0.0420000000085714,"slope"
"bias","s6",8554,0.313333333326667,"y-int"
"bias","s6",8554,0.0166666666685714,"slope"
"bias","s6",8555,0.348777777786667,"y-int"
"bias","s6",8555,0.00542857142285712,"slope"
"bias","s6",8556,0.259888888933334,"y-int"
"bias","s6",8556,0.0728095238,"slope"
"bias","s6",8557,0.2921111111,"y-int"
"bias","s6",8557,0.0349523809571429,"slope"
"bias","s6",8558,0.307555555506667,"y-int"
"bias","s6",8558,0.0163333333457143,"slope"
"bias","s6",8559,0.326555555526667,"y-int"
"bias","s6",8559,0.0106666666685714,"slope"
"bias","s6",8560,0.24711111112,"y-int"
"bias","s6",8560,0.0713809523799999,"slope"
"bias","s6",8561,0.273222222233334,"y-int"
"bias","s6",8561,0.0387619047571428,"slope"
"bias","s6",8562,0.32688888886,"y-int"
"bias","s6",8562,0.0110476190542857,"slope"
"bias","s6",8563,0.31122222222,"y-int"
"bias","s6",8563,0.0155238095228571,"slope"
"bias","s6",8564,0.257111111166667,"y-int"
"bias","s6",8564,0.0685238095142857,"slope"
"bias","s6",8565,0.273000000026667,"y-int"
"bias","s6",8565,0.0346190476114285,"slope"
"bias","s6",8566,0.302555555533333,"y-int"
"bias","s6",8566,0.0153809523857143,"slope"
"bias","s6",8567,0.2924444445,"y-int"
"bias","s6",8567,0.0155714285571428,"slope"
"bias","s6",8568,0.23222222226,"y-int"
"bias","s6",8568,0.0897619047542857,"slope"
"bias","s6",8569,0.316222222213334,"y-int"
"bias","s6",8569,0.0471904761914285,"slope"
"bias","s6",8570,0.299444444486667,"y-int"
"bias","s6",8570,0.0247619047514285,"slope"
"bias","s6",8571,0.319999999993334,"y-int"
"bias","s6",8571,0.0116666666685714,"slope"
"bias","s6",8572,0.268888888886667,"y-int"
"bias","s6",8572,0.08238095238,"slope"
"bias","s6",8573,0.262777777753334,"y-int"
"bias","s6",8573,0.0500000000085714,"slope"
"bias","s6",8574,0.304,"y-int"
"bias","s6",8574,0.0164761904714285,"slope"
"bias","s6",8575,0.344333333366667,"y-int"
"bias","s6",8575,0.00519047618571426,"slope"
"bias","s6",8576,0.260999999986667,"y-int"
"bias","s6",8576,0.0880476190514286,"slope"
"bias","s6",8577,0.271777777793333,"y-int"
"bias","s6",8577,0.0567142857114286,"slope"
"bias","s6",8578,0.329444444426667,"y-int"
"bias","s6",8578,0.0109523809542857,"slope"
"bias","s6",8579,0.316666666653333,"y-int"
"bias","s6",8579,0.0130952380942857,"slope"
"bias","s6",8580,0.218777777806667,"y-int"
"bias","s6",8580,0.0863809523742857,"slope"
"bias","s6",8581,0.281333333366667,"y-int"
"bias","s6",8581,0.0510476190428572,"slope"
"bias","s6",8582,0.31855555558,"y-int"
"bias","s6",8582,0.0155714285628571,"slope"
"bias","s6",8583,0.31766666664,"y-int"
"bias","s6",8583,0.01185714286,"slope"
"bias","s6",8584,0.222888888846667,"y-int"
"bias","s6",8584,0.0838571428628571,"slope"
"bias","s6",8585,0.3258888889,"y-int"
"bias","s6",8585,0.0358571428571429,"slope"
"bias","s6",8586,0.33877777784,"y-int"
"bias","s6",8586,0.0109047618885714,"slope"
"bias","s6",8587,0.297222222253333,"y-int"
"bias","s6",8587,0.0157142857085714,"slope"
"bias","s6",8588,0.250555555586667,"y-int"
"bias","s6",8588,0.0885714285657142,"slope"
"bias","s6",8589,0.303000000006667,"y-int"
"bias","s6",8589,0.0562857142885714,"slope"
"bias","s6",8590,0.299777777786667,"y-int"
"bias","s6",8590,0.0244285714228571,"slope"
"bias","s6",8591,0.318777777806667,"y-int"
"bias","s6",8591,0.0120952380885714,"slope"
"bias","s6",8592,0.2472222222,"y-int"
"bias","s6",8592,0.0933333333428571,"slope"
"bias","s6",8593,0.285222222253334,"y-int"
"bias","s6",8593,0.06128571428,"slope"
"bias","s6",8594,0.298555555566667,"y-int"
"bias","s6",8594,0.0255714285714286,"slope"
"bias","s6",8595,0.33433333332,"y-int"
"bias","s6",8595,0.00590476190857143,"slope"
"bias","s6",8596,0.2474444444,"y-int"
"bias","s6",8596,0.0927142857285714,"slope"
"bias","s6",8597,0.243666666713333,"y-int"
"bias","s6",8597,0.0649047618914286,"slope"
"bias","s6",8598,0.321333333306667,"y-int"
"bias","s6",8598,0.01795238096,"slope"
"bias","s6",8599,0.303888888886667,"y-int"
"bias","s6",8599,0.0161904761942857,"slope"
"bias","s6",8600,0.20766666668,"y-int"
"bias","s6",8600,0.0920952380914285,"slope"
"bias","s6",8601,0.292999999986667,"y-int"
"bias","s6",8601,0.0510476190514286,"slope"
"bias","s6",8602,0.352555555566667,"y-int"
"bias","s6",8602,0.00919047618571428,"slope"
"bias","s6",8603,0.327222222233334,"y-int"
"bias","s6",8603,0.0126190476142857,"slope"
"bias","s6",8604,0.237888888873333,"y-int"
"bias","s6",8604,0.0840952381028572,"slope"
"bias","s6",8605,0.28477777778,"y-int"
"bias","s6",8605,0.05561904762,"slope"
"bias","s6",8606,0.307333333326667,"y-int"
"bias","s6",8606,0.0209999999971429,"slope"
"bias","s6",8607,0.323777777773333,"y-int"
"bias","s6",8607,0.0123333333314285,"slope"
"bias","s6",8608,0.245999999993333,"y-int"
"bias","s6",8608,0.0878095238114285,"slope"
"bias","s6",8609,0.277888888873333,"y-int"
"bias","s6",8609,0.0648095238171428,"slope"
"bias","s6",8610,0.30811111108,"y-int"
"bias","s6",8610,0.01871428572,"slope"
"bias","s6",8611,0.322666666706667,"y-int"
"bias","s6",8611,0.00757142855999998,"slope"
"bias","s6",8612,0.274666666686667,"y-int"
"bias","s6",8612,0.0805714285657143,"slope"
"bias","s6",8613,0.291000000026667,"y-int"
"bias","s6",8613,0.0601904761828571,"slope"
"bias","s6",8614,0.287666666626667,"y-int"
"bias","s6",8614,0.0266190476257143,"slope"
"bias","s6",8615,0.33233333336,"y-int"
"bias","s6",8615,0.00719047618285711,"slope"
"bias","s6",8616,0.257555555573333,"y-int"
"bias","s6",8616,0.0920476190457143,"slope"
"bias","s6",8617,0.26977777774,"y-int"
"bias","s6",8617,0.0660952381028571,"slope"
"bias","s6",8618,0.33599999996,"y-int"
"bias","s6",8618,0.0182857142971429,"slope"
"bias","s6",8619,0.312000000006667,"y-int"
"bias","s6",8619,0.0120476190457143,"slope"
"bias","s6",8620,0.221222222206667,"y-int"
"bias","s6",8620,0.09076190476,"slope"
"bias","s6",8621,0.27577777776,"y-int"
"bias","s6",8621,0.0655714285685714,"slope"
"bias","s6",8622,0.322666666673333,"y-int"
"bias","s6",8622,0.0216190476171428,"slope"
"bias","s6",8623,0.320111111093334,"y-int"
"bias","s6",8623,0.01433333334,"slope"
"bias","s6",8624,0.307222222233334,"y-int"
"bias","s6",8624,0.0721428571428571,"slope"
"bias","s6",8625,0.229444444426667,"y-int"
"bias","s6",8625,0.0669047619114286,"slope"
"bias","s6",8626,0.318,"y-int"
"bias","s6",8626,0.0198571428571428,"slope"
"bias","s6",8627,0.329333333346667,"y-int"
"bias","s6",8627,0.00638095237714282,"slope"
"bias","s6",8628,0.30955555556,"y-int"
"bias","s6",8628,0.07814285714,"slope"
"bias","s6",8629,0.220111111086667,"y-int"
"bias","s6",8629,0.0750476190514285,"slope"
"bias","s6",8630,0.299333333346667,"y-int"
"bias","s6",8630,0.0201904761914286,"slope"
"bias","s6",8631,0.32222222216,"y-int"
"bias","s6",8631,0.00880952382571425,"slope"
"bias","s6",8632,0.34200000002,"y-int"
"bias","s6",8632,0.0732380952371428,"slope"
"bias","s6",8633,0.219000000006667,"y-int"
"bias","s6",8633,0.0717142857171428,"slope"
"bias","s6",8634,0.296888888853334,"y-int"
"bias","s6",8634,0.0239047619085714,"slope"
"bias","s6",8635,0.3698888889,"y-int"
"bias","s6",8635,0.00233333332857142,"slope"
"bias","s6",8636,0.297666666666667,"y-int"
"bias","s6",8636,0.0775714285714286,"slope"
"bias","s6",8637,0.229000000006667,"y-int"
"bias","s6",8637,0.0679047619028571,"slope"
"bias","s6",8638,0.301333333353334,"y-int"
"bias","s6",8638,0.0219999999942857,"slope"
"bias","s6",8639,0.348,"y-int"
"bias","s6",8639,0.00842857142857141,"slope"
"bias","s6",8640,0.31311111106,"y-int"
"bias","s6",8640,0.0751428571542857,"slope"
"bias","s6",8641,0.243888888893333,"y-int"
"bias","s6",8641,0.0635714285685714,"slope"
"bias","s6",8642,0.317333333333333,"y-int"
"bias","s6",8642,0.021,"slope"
"bias","s6",8643,0.32977777778,"y-int"
