,set3_learn,set6_learn,set3_test,set6_test,bll,alpha,egs,imag,ans,strtg
2562,"[0.24666667 0.38333333 0.44666667 0.56       0.6        0.60666667
 0.67666667 0.7        0.75       0.77666667 0.80333333 0.8       ]","[0.33166667 0.485      0.53333333 0.61166667 0.62666667 0.67333333
 0.75333333 0.78       0.80666667 0.84166667 0.86333333 0.89333333]",0.7499999999999999,0.9166666666666666,0.7,0.05,0.3,0.3,0.3,0.25
2563,"[0.28       0.40666667 0.44666667 0.56       0.56333333 0.62333333
 0.64       0.73333333 0.73       0.74666667 0.77666667 0.82333333]","[0.34       0.47333333 0.505      0.57       0.60833333 0.695
 0.73       0.78166667 0.80333333 0.81333333 0.85666667 0.86833333]",0.8333333333333333,0.6666666666666666,0.7,0.05,0.3,0.3,0.4,0.25
2564,"[0.27       0.35       0.46333333 0.49       0.56333333 0.60333333
 0.60666667 0.7        0.71333333 0.74       0.80333333 0.77666667]","[0.31166667 0.41666667 0.49166667 0.57       0.62166667 0.66
 0.69666667 0.75333333 0.77166667 0.80166667 0.82166667 0.83166667]",0.6666666666666666,0.75,0.7,0.05,0.3,0.3,0.5,0.2196969696969697
2565,"[0.3        0.39       0.48666667 0.56666667 0.61       0.63
 0.65       0.72666667 0.74666667 0.79       0.81       0.78      ]","[0.31333333 0.47666667 0.54166667 0.61333333 0.69333333 0.74333333
 0.82166667 0.82       0.84666667 0.88166667 0.88833333 0.91666667]",0.6666666666666666,1.0,0.7,0.05,0.3,0.4,0.1,0.25757575757575757
2566,"[0.29666667 0.37333333 0.46333333 0.57333333 0.54333333 0.59333333
 0.68       0.73333333 0.76       0.81333333 0.77666667 0.81333333]","[0.35333333 0.50666667 0.60333333 0.68833333 0.73333333 0.74666667
 0.78833333 0.84       0.865      0.85166667 0.87833333 0.89833333]",0.8333333333333333,1.0,0.7,0.05,0.3,0.4,0.2,0.1893939393939394
2567,"[0.25       0.33       0.46666667 0.52333333 0.62       0.61666667
 0.66       0.71       0.74333333 0.77       0.80333333 0.79666667]","[0.33333333 0.46833333 0.56       0.62333333 0.705      0.75833333
 0.77666667 0.82833333 0.85166667 0.86666667 0.88       0.90166667]",0.9166666666666666,0.9166666666666666,0.7,0.05,0.3,0.4,0.3,0.25757575757575757
2568,"[0.28       0.38       0.44333333 0.56       0.54333333 0.64333333
 0.64666667 0.67333333 0.76333333 0.74       0.77666667 0.76666667]","[0.35       0.5        0.565      0.63166667 0.69       0.76333333
 0.77166667 0.81833333 0.825      0.85333333 0.88333333 0.88666667]",0.41666666666666663,0.8333333333333333,0.7,0.05,0.3,0.4,0.4,0.29545454545454547
2569,"[0.23       0.35666667 0.42666667 0.48333333 0.56       0.61
 0.61333333 0.68       0.74666667 0.77666667 0.79666667 0.79666667]","[0.34166667 0.47666667 0.56       0.64166667 0.68333333 0.7
 0.755      0.81333333 0.81333333 0.82833333 0.86       0.87666667]",0.6666666666666666,0.8333333333333333,0.7,0.05,0.3,0.4,0.5,0.2878787878787879
2570,"[0.26       0.37666667 0.50333333 0.53       0.54       0.62
 0.63666667 0.73333333 0.75666667 0.75666667 0.82333333 0.82      ]","[0.31666667 0.45833333 0.57666667 0.66333333 0.70333333 0.78
 0.815      0.82666667 0.84833333 0.9        0.90333333 0.91833333]",0.9166666666666666,0.9166666666666666,0.7,0.05,0.3,0.5,0.1,0.23484848484848486
2571,"[0.28       0.39333333 0.49       0.52333333 0.66666667 0.66666667
 0.67       0.71       0.74666667 0.82       0.76333333 0.81333333]","[0.32166667 0.495      0.59166667 0.65166667 0.725      0.75166667
 0.78166667 0.82166667 0.84166667 0.905      0.89       0.91833333]",1.0,0.9166666666666666,0.7,0.05,0.3,0.5,0.2,0.25
2572,"[0.26       0.38       0.40666667 0.55333333 0.58666667 0.61666667
 0.62333333 0.69       0.7        0.77333333 0.75666667 0.8       ]","[0.31666667 0.48       0.56833333 0.65333333 0.72166667 0.75166667
 0.80833333 0.81       0.82666667 0.87333333 0.905      0.89666667]",0.8333333333333333,0.8333333333333333,0.7,0.05,0.3,0.5,0.3,0.2878787878787879
2573,"[0.30333333 0.44666667 0.46333333 0.54666667 0.58333333 0.60666667
 0.6        0.73       0.76       0.79333333 0.78666667 0.79      ]","[0.35       0.46333333 0.585      0.65166667 0.67666667 0.74666667
 0.78666667 0.82333333 0.84166667 0.86       0.88166667 0.93      ]",0.9166666666666666,0.9166666666666666,0.7,0.05,0.3,0.5,0.4,0.30303030303030304
2574,"[0.23       0.33       0.40333333 0.51333333 0.58       0.60666667
 0.63666667 0.72       0.77333333 0.71666667 0.79       0.81333333]","[0.32666667 0.43833333 0.51       0.59666667 0.68166667 0.71833333
 0.77166667 0.785      0.84166667 0.855      0.87833333 0.88833333]",0.9166666666666666,0.9166666666666666,0.7,0.05,0.3,0.5,0.5,0.1893939393939394
2575,"[0.23333333 0.32       0.39666667 0.45666667 0.51666667 0.58
 0.56666667 0.59       0.67       0.67666667 0.71333333 0.71      ]","[0.31833333 0.46166667 0.45666667 0.44333333 0.49833333 0.49333333
 0.54666667 0.545      0.59833333 0.58166667 0.58166667 0.605     ]",0.08333333333333333,0.25,0.7,0.05,0.4,0.1,0.1,0.3939393939393939
2576,"[0.28666667 0.34333333 0.41       0.48333333 0.47       0.51333333
 0.63       0.61666667 0.61333333 0.66       0.72       0.71      ]","[0.335      0.41666667 0.39       0.4        0.50166667 0.51333333
 0.525      0.55166667 0.56333333 0.59666667 0.575      0.61666667]",0.3333333333333333,0.41666666666666663,0.7,0.05,0.4,0.1,0.2,0.4318181818181818
2577,"[0.26       0.36       0.39333333 0.46       0.50666667 0.57333333
 0.56666667 0.59       0.61333333 0.65333333 0.68666667 0.67      ]","[0.32333333 0.42666667 0.41       0.48       0.48833333 0.51
 0.555      0.54333333 0.57       0.58166667 0.64666667 0.61666667]",0.3333333333333333,0.25,0.7,0.05,0.4,0.1,0.3,0.6363636363636364
2578,"[0.31666667 0.37666667 0.45       0.49       0.5        0.51333333
 0.62       0.62666667 0.63333333 0.63333333 0.66666667 0.68666667]","[0.32833333 0.39166667 0.44833333 0.45833333 0.48666667 0.56166667
 0.54666667 0.54666667 0.595      0.58       0.58333333 0.63666667]",0.6666666666666666,0.5,0.7,0.05,0.4,0.1,0.4,0.3712121212121212
2579,"[0.27       0.34       0.38666667 0.43666667 0.49666667 0.54
 0.50666667 0.56333333 0.57333333 0.65333333 0.60333333 0.69      ]","[0.36333333 0.40833333 0.42166667 0.42833333 0.46666667 0.52
 0.51833333 0.52666667 0.52333333 0.57       0.61166667 0.60666667]",0.3333333333333333,0.25,0.7,0.05,0.4,0.1,0.5,0.3409090909090909
2580,"[0.28666667 0.39666667 0.44666667 0.50666667 0.52333333 0.58
 0.64       0.67333333 0.66333333 0.65666667 0.74666667 0.73666667]","[0.345      0.40833333 0.48166667 0.53833333 0.57833333 0.62333333
 0.61666667 0.66       0.67333333 0.75833333 0.74833333 0.77166667]",0.3333333333333333,0.49999999999999994,0.7,0.05,0.4,0.2,0.1,0.48484848484848486
2581,"[0.29333333 0.37       0.39333333 0.45666667 0.56       0.55
 0.60666667 0.63       0.64333333 0.67       0.72333333 0.73666667]","[0.33166667 0.42       0.44666667 0.50166667 0.515      0.62
 0.625      0.65666667 0.675      0.695      0.73666667 0.79      ]",0.3333333333333333,0.41666666666666663,0.7,0.05,0.4,0.2,0.2,0.4318181818181818
2582,"[0.25333333 0.38       0.39333333 0.45       0.50666667 0.53333333
 0.59       0.56666667 0.69333333 0.67666667 0.73666667 0.73      ]","[0.375      0.475      0.48       0.55666667 0.59833333 0.63166667
 0.64166667 0.68166667 0.70833333 0.725      0.745      0.77666667]",0.5833333333333333,0.41666666666666663,0.7,0.05,0.4,0.2,0.3,0.3560606060606061
2583,"[0.28333333 0.37666667 0.46666667 0.50333333 0.54       0.54666667
 0.62333333 0.62666667 0.64333333 0.68333333 0.71333333 0.74666667]","[0.36166667 0.46666667 0.48166667 0.54166667 0.54666667 0.63
 0.625      0.69       0.69333333 0.70166667 0.74       0.725     ]",0.7499999999999999,0.0,0.7,0.05,0.4,0.2,0.4,0.4090909090909091
2584,"[0.28666667 0.37666667 0.43       0.48333333 0.50333333 0.59333333
 0.58666667 0.62       0.61333333 0.66333333 0.73       0.68333333]","[0.32166667 0.45833333 0.445      0.53       0.58333333 0.58166667
 0.64166667 0.66       0.66666667 0.69666667 0.70833333 0.71      ]",0.5833333333333334,0.3333333333333333,0.7,0.05,0.4,0.2,0.5,0.3484848484848485
2585,"[0.29       0.34666667 0.47666667 0.51       0.57333333 0.63
 0.66       0.7        0.68666667 0.69333333 0.77333333 0.77      ]","[0.31666667 0.475      0.55333333 0.625      0.62833333 0.68833333
 0.71       0.75666667 0.76       0.83833333 0.785      0.84666667]",0.6666666666666666,0.9166666666666666,0.7,0.05,0.4,0.3,0.1,0.2196969696969697
2586,"[0.27333333 0.36666667 0.48333333 0.54666667 0.54666667 0.59333333
 0.61666667 0.74       0.72       0.74       0.76333333 0.79333333]","[0.29166667 0.46666667 0.54666667 0.57166667 0.65       0.69166667
 0.73333333 0.75333333 0.77333333 0.83166667 0.83166667 0.85      ]",0.3333333333333333,0.6666666666666666,0.7,0.05,0.4,0.3,0.2,0.2878787878787879
2587,"[0.29       0.35666667 0.47333333 0.52666667 0.55666667 0.60666667
 0.61       0.66666667 0.68666667 0.70333333 0.72333333 0.72333333]","[0.3        0.43333333 0.50666667 0.57666667 0.59333333 0.65
 0.72166667 0.72666667 0.775      0.80833333 0.795      0.82666667]",0.6666666666666666,0.5833333333333333,0.7,0.05,0.4,0.3,0.3,0.2727272727272727
2588,"[0.25       0.32       0.40666667 0.44666667 0.54666667 0.54666667
 0.58333333 0.65666667 0.66333333 0.75333333 0.73333333 0.71666667]","[0.34333333 0.45       0.505      0.54166667 0.63166667 0.65333333
 0.67333333 0.71666667 0.77166667 0.80666667 0.80333333 0.81833333]",0.5,0.75,0.7,0.05,0.4,0.3,0.4,0.4166666666666667
2589,"[0.26666667 0.34333333 0.46       0.51       0.56666667 0.61
 0.59       0.64       0.68666667 0.67333333 0.74666667 0.77      ]","[0.33333333 0.46666667 0.55833333 0.6        0.65166667 0.685
 0.70833333 0.72666667 0.76333333 0.785      0.78333333 0.78666667]",0.6666666666666666,0.3333333333333333,0.7,0.05,0.4,0.3,0.5,0.3106060606060606
2590,"[0.27666667 0.36333333 0.46       0.49666667 0.6        0.66
 0.64       0.68333333 0.73666667 0.72666667 0.72       0.74666667]","[0.32833333 0.46333333 0.58166667 0.62       0.71166667 0.755
 0.79666667 0.78166667 0.82       0.85166667 0.87166667 0.88666667]",0.9166666666666666,1.0,0.7,0.05,0.4,0.4,0.1,0.30303030303030304
2591,"[0.25333333 0.35       0.43666667 0.50333333 0.57666667 0.60333333
 0.64666667 0.70333333 0.65666667 0.65       0.78666667 0.78      ]","[0.32666667 0.45166667 0.52166667 0.595      0.675      0.72833333
 0.785      0.82166667 0.82833333 0.87333333 0.85       0.86833333]",0.49999999999999994,0.7499999999999999,0.7,0.05,0.4,0.4,0.2,0.3939393939393939
2592,"[0.3        0.40333333 0.48666667 0.56666667 0.58333333 0.59333333
 0.59       0.74333333 0.68666667 0.76       0.77666667 0.73333333]","[0.33       0.47166667 0.55333333 0.625      0.69       0.72
 0.72666667 0.775      0.815      0.83166667 0.875      0.86666667]",0.6666666666666666,0.6666666666666666,0.7,0.05,0.4,0.4,0.3,0.22727272727272727
2593,"[0.28       0.37333333 0.47333333 0.54666667 0.6        0.63333333
 0.56333333 0.68       0.73       0.73       0.75333333 0.74      ]","[0.33666667 0.46833333 0.53666667 0.57333333 0.69       0.715
 0.73833333 0.765      0.79666667 0.84166667 0.84833333 0.87166667]",0.7499999999999999,0.5,0.7,0.05,0.4,0.4,0.4,0.3939393939393939
2594,"[0.25333333 0.34333333 0.5        0.50666667 0.57       0.64
 0.61       0.65666667 0.66666667 0.69666667 0.73666667 0.72      ]","[0.295      0.40166667 0.53333333 0.54666667 0.615      0.67666667
 0.71166667 0.71833333 0.73       0.79166667 0.795      0.85333333]",0.3333333333333333,0.7499999999999999,0.7,0.05,0.4,0.4,0.5,0.32575757575757575
2595,"[0.26666667 0.39333333 0.46       0.52333333 0.55       0.6
 0.63       0.69       0.68       0.70666667 0.78333333 0.78      ]","[0.33833333 0.44666667 0.55       0.605      0.69833333 0.715
 0.78333333 0.79833333 0.80666667 0.83333333 0.82       0.87166667]",0.8333333333333333,0.8333333333333333,0.7,0.05,0.4,0.5,0.1,0.30303030303030304
2596,"[0.27       0.35666667 0.46333333 0.49666667 0.62666667 0.59333333
 0.59333333 0.66       0.71666667 0.72333333 0.71666667 0.75666667]","[0.31666667 0.46666667 0.535      0.62833333 0.67166667 0.73
 0.76333333 0.81333333 0.81833333 0.85166667 0.84       0.85666667]",0.41666666666666663,1.0,0.7,0.05,0.4,0.5,0.2,0.25
2597,"[0.26333333 0.39666667 0.45333333 0.49333333 0.53666667 0.58
 0.64333333 0.67       0.71666667 0.73333333 0.74333333 0.76333333]","[0.30666667 0.45       0.55333333 0.62       0.69       0.745
 0.77833333 0.79833333 0.80333333 0.84       0.86333333 0.87      ]",0.75,0.6666666666666666,0.7,0.05,0.4,0.5,0.3,0.3712121212121212
2598,"[0.26       0.35333333 0.47666667 0.50333333 0.58333333 0.61666667
 0.64666667 0.67       0.72333333 0.72       0.74333333 0.74333333]","[0.295      0.44166667 0.54833333 0.62333333 0.69666667 0.72333333
 0.77166667 0.79666667 0.795      0.845      0.86166667 0.865     ]",0.8333333333333333,0.6666666666666666,0.7,0.05,0.4,0.5,0.4,0.32575757575757575
2599,"[0.26333333 0.39       0.46333333 0.52       0.54       0.55666667
 0.70333333 0.69       0.70333333 0.71333333 0.73       0.73333333]","[0.31       0.43666667 0.54666667 0.61666667 0.65333333 0.72333333
 0.75666667 0.78666667 0.81       0.82666667 0.85166667 0.85      ]",0.7499999999999999,0.7499999999999999,0.7,0.05,0.4,0.5,0.5,0.3409090909090909
2600,"[0.24666667 0.32333333 0.39666667 0.42666667 0.52333333 0.51666667
 0.58666667 0.57333333 0.6        0.62       0.68666667 0.69666667]","[0.34333333 0.44833333 0.445      0.43666667 0.46833333 0.51166667
 0.52666667 0.51333333 0.55       0.56       0.58333333 0.54833333]",0.3333333333333333,0.5833333333333333,0.7,0.05,0.5,0.1,0.1,0.3409090909090909
2601,"[0.24       0.36666667 0.42666667 0.42333333 0.51333333 0.56333333
 0.52333333 0.57666667 0.62       0.62666667 0.60333333 0.68      ]","[0.325      0.41166667 0.415      0.45833333 0.47       0.50333333
 0.53166667 0.52333333 0.55166667 0.53166667 0.56       0.58166667]",0.5833333333333333,0.41666666666666663,0.7,0.05,0.5,0.1,0.2,0.6363636363636364
2602,"[0.24       0.35666667 0.37666667 0.45       0.48333333 0.55
 0.58333333 0.63666667 0.65666667 0.64666667 0.67       0.70666667]","[0.31       0.41666667 0.42833333 0.42       0.47333333 0.495
 0.525      0.55       0.58333333 0.56666667 0.58833333 0.545     ]",0.41666666666666663,0.3333333333333333,0.7,0.05,0.5,0.1,0.3,0.4166666666666667
2603,"[0.28666667 0.37333333 0.36666667 0.44333333 0.45666667 0.53666667
 0.56333333 0.58666667 0.58333333 0.61666667 0.63333333 0.66333333]","[0.315      0.41166667 0.435      0.465      0.48166667 0.52
 0.51833333 0.60666667 0.58166667 0.575      0.57       0.62333333]",0.16666666666666666,0.41666666666666663,0.7,0.05,0.5,0.1,0.4,0.4393939393939394
2604,"[0.24333333 0.3        0.35666667 0.42       0.52666667 0.49
 0.55       0.54333333 0.53       0.55666667 0.63666667 0.64666667]","[0.335      0.41       0.435      0.44666667 0.52       0.52
 0.53       0.53833333 0.54333333 0.57333333 0.59333333 0.59833333]",0.25,0.41666666666666663,0.7,0.05,0.5,0.1,0.5,0.3409090909090909
2605,"[0.25666667 0.32666667 0.44       0.47333333 0.49       0.52666667
 0.58       0.64       0.66333333 0.62       0.69       0.75333333]","[0.35166667 0.43166667 0.47166667 0.52333333 0.54666667 0.59333333
 0.66333333 0.675      0.675      0.715      0.72166667 0.72166667]",0.25,0.49999999999999994,0.7,0.05,0.5,0.2,0.1,0.4015151515151515
2606,"[0.25       0.33666667 0.40333333 0.51666667 0.56333333 0.55666667
 0.67       0.63       0.65666667 0.68666667 0.71333333 0.71666667]","[0.31333333 0.43333333 0.485      0.54       0.58       0.61166667
 0.62       0.69833333 0.70333333 0.71       0.72833333 0.73166667]",0.49999999999999994,0.49999999999999994,0.7,0.05,0.5,0.2,0.2,0.36363636363636365
2607,"[0.28       0.4        0.45666667 0.54       0.54666667 0.61
 0.64333333 0.62666667 0.66666667 0.65333333 0.71666667 0.69666667]","[0.30666667 0.44       0.47       0.5        0.58166667 0.57666667
 0.645      0.64333333 0.67666667 0.74       0.745      0.78333333]",0.3333333333333333,0.49999999999999994,0.7,0.05,0.5,0.2,0.3,0.3939393939393939
2608,"[0.26       0.3        0.35666667 0.44333333 0.52       0.53333333
 0.62333333 0.62       0.66333333 0.65       0.67666667 0.71333333]","[0.345      0.44333333 0.49833333 0.54333333 0.54833333 0.6
 0.61333333 0.64       0.66       0.65166667 0.73666667 0.725     ]",0.5,0.3333333333333333,0.7,0.05,0.5,0.2,0.4,0.4090909090909091
2609,"[0.36333333 0.40333333 0.47       0.47666667 0.52666667 0.54
 0.55333333 0.59666667 0.58666667 0.63666667 0.71       0.68333333]","[0.325      0.42166667 0.465      0.50666667 0.54       0.57666667
 0.61       0.605      0.66166667 0.665      0.65       0.69166667]",0.16666666666666666,0.41666666666666663,0.7,0.05,0.5,0.2,0.5,0.5151515151515151
2610,"[0.30666667 0.4        0.48       0.50666667 0.56       0.60666667
 0.62       0.66       0.64       0.67666667 0.71       0.77666667]","[0.31166667 0.45       0.53333333 0.59166667 0.65166667 0.71666667
 0.72833333 0.75666667 0.76       0.77166667 0.83       0.82333333]",0.9166666666666666,0.8333333333333333,0.7,0.05,0.5,0.3,0.1,0.29545454545454547
2611,"[0.25666667 0.34666667 0.42       0.47       0.52       0.61666667
 0.58       0.61333333 0.65       0.76333333 0.72       0.71      ]","[0.37166667 0.465      0.54333333 0.58333333 0.63       0.68
 0.74       0.74333333 0.78166667 0.77333333 0.795      0.81666667]",0.8333333333333333,0.9166666666666666,0.7,0.05,0.5,0.3,0.2,0.2878787878787879
2612,"[0.30666667 0.36333333 0.41666667 0.51666667 0.56666667 0.57333333
 0.61       0.65       0.64       0.68       0.67       0.75666667]","[0.315      0.465      0.5        0.57333333 0.64166667 0.68166667
 0.69333333 0.71666667 0.785      0.79666667 0.77833333 0.84      ]",0.6666666666666666,0.8333333333333333,0.7,0.05,0.5,0.3,0.3,0.25
2613,"[0.31       0.37       0.38333333 0.46333333 0.53       0.54
 0.61333333 0.65       0.69666667 0.68333333 0.68666667 0.69666667]","[0.30833333 0.45833333 0.51166667 0.575      0.615      0.665
 0.68166667 0.73666667 0.72666667 0.76166667 0.78166667 0.805     ]",0.25,0.41666666666666663,0.7,0.05,0.5,0.3,0.4,0.4166666666666667
2614,"[0.31       0.38666667 0.44666667 0.5        0.56       0.58
 0.62333333 0.60666667 0.60666667 0.71666667 0.71333333 0.69      ]","[0.33       0.45166667 0.505      0.55       0.64666667 0.625
 0.68       0.73166667 0.69833333 0.75       0.76333333 0.77333333]",0.5833333333333333,0.75,0.7,0.05,0.5,0.3,0.5,0.3560606060606061
2615,"[0.28666667 0.39666667 0.45333333 0.50666667 0.58666667 0.59666667
 0.59333333 0.63       0.70333333 0.69333333 0.72333333 0.73333333]","[0.36       0.49166667 0.58333333 0.645      0.68833333 0.78
 0.73333333 0.8        0.81       0.82       0.84666667 0.86      ]",0.6666666666666666,1.0,0.7,0.05,0.5,0.4,0.1,0.2878787878787879
2616,"[0.28333333 0.36666667 0.44       0.53666667 0.59333333 0.61
 0.64333333 0.64666667 0.71333333 0.67666667 0.72333333 0.75666667]","[0.33166667 0.48       0.565      0.60166667 0.655      0.72666667
 0.74333333 0.795      0.805      0.81833333 0.81166667 0.84833333]",0.8333333333333333,0.6666666666666666,0.7,0.05,0.5,0.4,0.2,0.3484848484848485
