,set3_learn,set6_learn,set3_test,set6_test,bll,alpha,egs,imag,ans,strtg
1447,"[0.25666667 0.35666667 0.46666667 0.47666667 0.60333333 0.66333333
 0.71333333 0.74333333 0.81666667 0.85333333 0.88666667 0.91333333]","[0.32833333 0.50333333 0.54833333 0.66666667 0.7        0.78
 0.83333333 0.85       0.89       0.90333333 0.94       0.95166667]",1.0,0.9166666666666666,0.5,0.1,0.3,0.5,0.3,0.2727272727272727
1448,"[0.27666667 0.36666667 0.46666667 0.57666667 0.66333333 0.68333333
 0.74333333 0.77666667 0.79333333 0.86666667 0.88666667 0.92      ]","[0.28666667 0.44166667 0.54833333 0.63666667 0.71833333 0.77
 0.80833333 0.88166667 0.90166667 0.94       0.94666667 0.955     ]",1.0,1.0,0.5,0.1,0.3,0.5,0.4,0.18181818181818182
1449,"[0.32       0.40666667 0.47666667 0.58       0.59       0.69666667
 0.71666667 0.76       0.80666667 0.82666667 0.86       0.89      ]","[0.28833333 0.43666667 0.56333333 0.64       0.71333333 0.77833333
 0.835      0.885      0.91       0.915      0.945      0.945     ]",0.6666666666666666,1.0,0.5,0.1,0.3,0.5,0.5,0.29545454545454547
1450,"[0.26666667 0.34666667 0.40333333 0.45333333 0.55666667 0.64333333
 0.64666667 0.65333333 0.69333333 0.74       0.78666667 0.82666667]","[0.32333333 0.445      0.47       0.51166667 0.50666667 0.57333333
 0.60833333 0.63333333 0.69666667 0.71166667 0.75166667 0.76166667]",0.7499999999999999,0.75,0.5,0.1,0.4,0.1,0.1,0.25757575757575757
1451,"[0.24333333 0.35333333 0.37       0.47       0.60333333 0.54666667
 0.65333333 0.65666667 0.72666667 0.78       0.77666667 0.81333333]","[0.31833333 0.42833333 0.43666667 0.48333333 0.515      0.55333333
 0.57833333 0.65333333 0.665      0.725      0.73666667 0.755     ]",0.41666666666666663,0.5,0.5,0.1,0.4,0.1,0.2,0.5454545454545454
1452,"[0.31666667 0.35333333 0.44666667 0.51333333 0.52333333 0.56666667
 0.6        0.67       0.71       0.72333333 0.75333333 0.82666667]","[0.31833333 0.395      0.455      0.50333333 0.52666667 0.58
 0.62       0.67833333 0.69333333 0.74166667 0.725      0.74666667]",0.41666666666666663,0.6666666666666666,0.5,0.1,0.4,0.1,0.3,0.4696969696969697
1453,"[0.26333333 0.40333333 0.41       0.46       0.5        0.57
 0.61333333 0.67333333 0.7        0.73333333 0.78333333 0.79      ]","[0.34166667 0.44666667 0.44666667 0.50666667 0.535      0.60166667
 0.60666667 0.62833333 0.685      0.70166667 0.75666667 0.78      ]",0.6666666666666666,0.75,0.5,0.1,0.4,0.1,0.4,0.42424242424242425
1454,"[0.28666667 0.37       0.42666667 0.45666667 0.51666667 0.58666667
 0.55666667 0.66333333 0.69333333 0.75333333 0.74666667 0.76666667]","[0.34833333 0.40333333 0.47666667 0.50833333 0.56666667 0.57
 0.63333333 0.64166667 0.70166667 0.69       0.72       0.74666667]",0.3333333333333333,0.7499999999999999,0.5,0.1,0.4,0.1,0.5,0.2196969696969697
1455,"[0.29       0.40666667 0.50666667 0.55666667 0.58333333 0.66666667
 0.71333333 0.77       0.77333333 0.79333333 0.81666667 0.82333333]","[0.32166667 0.40666667 0.5        0.57666667 0.61833333 0.63333333
 0.715      0.72       0.76166667 0.80833333 0.84833333 0.86833333]",0.5,1.0,0.5,0.1,0.4,0.2,0.1,0.4393939393939394
1456,"[0.26666667 0.37       0.48       0.54333333 0.6        0.58
 0.66666667 0.68666667 0.76666667 0.76333333 0.85       0.83333333]","[0.30333333 0.43666667 0.49666667 0.545      0.60833333 0.675
 0.69666667 0.78       0.78166667 0.82333333 0.87666667 0.885     ]",1.0,0.7499999999999999,0.5,0.1,0.4,0.2,0.2,0.3939393939393939
1457,"[0.30666667 0.34       0.45333333 0.54       0.54666667 0.63
 0.62333333 0.69333333 0.74666667 0.79333333 0.79       0.82666667]","[0.31666667 0.45833333 0.51       0.54833333 0.61666667 0.69166667
 0.70166667 0.77833333 0.80666667 0.84666667 0.85166667 0.89      ]",0.9166666666666666,0.75,0.5,0.1,0.4,0.2,0.3,0.2878787878787879
1458,"[0.25       0.33       0.42666667 0.5        0.58       0.59
 0.71333333 0.70333333 0.71333333 0.78       0.8        0.82333333]","[0.35333333 0.46       0.51333333 0.57166667 0.61166667 0.65666667
 0.65333333 0.74833333 0.77166667 0.75333333 0.80666667 0.82833333]",0.8333333333333333,0.9166666666666666,0.5,0.1,0.4,0.2,0.4,0.24242424242424243
1459,"[0.27333333 0.38666667 0.39666667 0.45333333 0.55       0.63
 0.65333333 0.67       0.75666667 0.77333333 0.81       0.83      ]","[0.335      0.4        0.46       0.53666667 0.56166667 0.66833333
 0.68333333 0.71166667 0.715      0.76833333 0.805      0.82166667]",0.75,0.9166666666666666,0.5,0.1,0.4,0.2,0.5,0.1893939393939394
1460,"[0.32       0.37333333 0.52333333 0.6        0.63666667 0.66
 0.77333333 0.76       0.72333333 0.8        0.80666667 0.86      ]","[0.33166667 0.46166667 0.53166667 0.64333333 0.66333333 0.755
 0.79       0.81833333 0.85833333 0.88166667 0.90333333 0.92166667]",0.9166666666666666,1.0,0.5,0.1,0.4,0.3,0.1,0.2727272727272727
1461,"[0.27666667 0.42333333 0.5        0.56333333 0.55333333 0.67
 0.69333333 0.72333333 0.74666667 0.79       0.84333333 0.85666667]","[0.32       0.47166667 0.575      0.64166667 0.65       0.72
 0.77833333 0.825      0.85666667 0.865      0.89833333 0.88666667]",0.9166666666666666,1.0,0.5,0.1,0.4,0.3,0.2,0.23484848484848486
1462,"[0.23666667 0.34666667 0.42333333 0.46666667 0.55333333 0.59
 0.65333333 0.73333333 0.76333333 0.80666667 0.84333333 0.85666667]","[0.32333333 0.47166667 0.51833333 0.595      0.67666667 0.71833333
 0.77       0.815      0.85166667 0.87       0.89333333 0.90333333]",0.7499999999999999,0.9166666666666666,0.5,0.1,0.4,0.3,0.3,0.2878787878787879
1463,"[0.24333333 0.36666667 0.44333333 0.52       0.56666667 0.64
 0.71       0.72666667 0.76       0.80333333 0.83666667 0.87333333]","[0.32       0.45833333 0.54333333 0.62       0.66       0.695
 0.75333333 0.81166667 0.815      0.84666667 0.85833333 0.88166667]",0.9166666666666666,0.8333333333333333,0.5,0.1,0.4,0.3,0.4,0.23484848484848486
1464,"[0.29666667 0.4        0.40666667 0.52666667 0.56       0.64666667
 0.67666667 0.7        0.75333333 0.75333333 0.84333333 0.87666667]","[0.34666667 0.475      0.50833333 0.60166667 0.62833333 0.73
 0.76       0.795      0.82833333 0.86       0.86833333 0.88666667]",0.6666666666666666,0.6666666666666666,0.5,0.1,0.4,0.3,0.5,0.5681818181818182
1465,"[0.32       0.39666667 0.47333333 0.51333333 0.62       0.65333333
 0.70333333 0.73666667 0.74333333 0.84333333 0.84       0.88666667]","[0.31833333 0.44833333 0.57333333 0.62333333 0.705      0.77833333
 0.81333333 0.855      0.88333333 0.915      0.91333333 0.92333333]",1.0,1.0,0.5,0.1,0.4,0.4,0.1,0.24242424242424243
1466,"[0.28333333 0.36666667 0.46       0.56333333 0.61666667 0.61666667
 0.68333333 0.76666667 0.70666667 0.84333333 0.85333333 0.83      ]","[0.32       0.485      0.545      0.65333333 0.69666667 0.765
 0.81666667 0.84333333 0.85333333 0.90666667 0.905      0.935     ]",1.0,1.0,0.5,0.1,0.4,0.4,0.2,0.36363636363636365
1467,"[0.22333333 0.4        0.48       0.52       0.59       0.62333333
 0.67333333 0.72       0.77666667 0.81       0.82666667 0.81      ]","[0.345      0.465      0.56666667 0.65       0.70166667 0.75833333
 0.78833333 0.83       0.85333333 0.86666667 0.89833333 0.89666667]",0.75,0.75,0.5,0.1,0.4,0.4,0.3,0.2803030303030303
1468,"[0.26       0.32333333 0.49       0.57       0.55       0.65
 0.7        0.73333333 0.72333333 0.81666667 0.85333333 0.84666667]","[0.32666667 0.46166667 0.545      0.57666667 0.685      0.725
 0.79166667 0.81333333 0.835      0.86833333 0.90666667 0.91      ]",0.9166666666666666,0.9166666666666666,0.5,0.1,0.4,0.4,0.4,0.2196969696969697
1469,"[0.30333333 0.38       0.50333333 0.49666667 0.65       0.64
 0.72333333 0.75       0.79       0.81333333 0.85333333 0.85333333]","[0.32333333 0.46333333 0.51       0.60833333 0.66333333 0.72
 0.75166667 0.81       0.84       0.84833333 0.85833333 0.88666667]",0.8333333333333333,1.0,0.5,0.1,0.4,0.4,0.5,0.2727272727272727
1470,"[0.25       0.41       0.48666667 0.56666667 0.60333333 0.63666667
 0.72333333 0.72       0.8        0.8        0.81666667 0.86333333]","[0.30333333 0.48666667 0.585      0.655      0.71166667 0.775
 0.805      0.85       0.84333333 0.89       0.92333333 0.92833333]",0.8333333333333333,1.0,0.5,0.1,0.4,0.5,0.1,0.2727272727272727
1471,"[0.30666667 0.40333333 0.51666667 0.60333333 0.60666667 0.68333333
 0.71666667 0.7        0.77666667 0.81666667 0.81       0.89666667]","[0.31833333 0.47       0.59       0.66166667 0.73833333 0.785
 0.81333333 0.84333333 0.88166667 0.88       0.93333333 0.93333333]",0.8333333333333333,0.75,0.5,0.1,0.4,0.5,0.2,0.4621212121212121
1472,"[0.28666667 0.36       0.50666667 0.57       0.61       0.64666667
 0.71       0.75       0.79       0.81       0.82333333 0.85666667]","[0.31166667 0.47333333 0.56333333 0.61833333 0.705      0.76666667
 0.78833333 0.84333333 0.86833333 0.87833333 0.90833333 0.90333333]",0.75,1.0,0.5,0.1,0.4,0.5,0.3,0.2727272727272727
1473,"[0.29333333 0.36333333 0.51666667 0.54666667 0.65666667 0.66666667
 0.71       0.76333333 0.78333333 0.76333333 0.85333333 0.84333333]","[0.31       0.435      0.54       0.62166667 0.66666667 0.75333333
 0.80166667 0.84166667 0.86       0.845      0.88833333 0.91      ]",0.6666666666666666,1.0,0.5,0.1,0.4,0.5,0.4,0.3939393939393939
1474,"[0.31666667 0.35333333 0.47333333 0.55       0.60333333 0.64666667
 0.71333333 0.71666667 0.79333333 0.82       0.86       0.88      ]","[0.34166667 0.49       0.54666667 0.63333333 0.73666667 0.73833333
 0.80166667 0.82833333 0.88333333 0.865      0.91333333 0.90666667]",0.9166666666666666,0.8333333333333333,0.5,0.1,0.4,0.5,0.5,0.25757575757575757
1475,"[0.28       0.35333333 0.42333333 0.51333333 0.56       0.57
 0.64333333 0.67333333 0.72333333 0.75666667 0.78333333 0.8       ]","[0.34166667 0.435      0.50166667 0.48666667 0.50333333 0.57
 0.61166667 0.64       0.66833333 0.68333333 0.71666667 0.74      ]",0.8333333333333333,0.41666666666666663,0.5,0.1,0.5,0.1,0.1,0.4393939393939394
1476,"[0.29333333 0.35666667 0.43       0.45       0.58333333 0.58333333
 0.62666667 0.64666667 0.66666667 0.70333333 0.76666667 0.75333333]","[0.34333333 0.42666667 0.45       0.48833333 0.51166667 0.535
 0.61       0.635      0.63166667 0.67833333 0.70333333 0.73666667]",0.6666666666666666,0.7499999999999999,0.5,0.1,0.5,0.1,0.2,0.26515151515151514
1477,"[0.27333333 0.41666667 0.45       0.46666667 0.56666667 0.6
 0.66333333 0.64333333 0.69333333 0.74       0.75666667 0.80666667]","[0.31666667 0.43833333 0.42666667 0.48666667 0.525      0.54
 0.57333333 0.64833333 0.63333333 0.68833333 0.73       0.73833333]",0.6666666666666666,0.3333333333333333,0.5,0.1,0.5,0.1,0.3,0.4015151515151515
1478,"[0.28       0.39666667 0.43       0.52666667 0.51       0.53666667
 0.55333333 0.60666667 0.69       0.67666667 0.77333333 0.74333333]","[0.31       0.40166667 0.465      0.50333333 0.52166667 0.54666667
 0.59       0.62166667 0.61833333 0.68       0.705      0.72833333]",0.49999999999999994,0.5833333333333333,0.5,0.1,0.5,0.1,0.4,0.4166666666666667
1479,"[0.32       0.32666667 0.40666667 0.44666667 0.52       0.52666667
 0.59       0.68333333 0.64333333 0.67666667 0.66666667 0.7       ]","[0.315      0.4        0.43       0.48166667 0.46       0.56333333
 0.55166667 0.635      0.65333333 0.67       0.69666667 0.69666667]",0.5833333333333334,0.8333333333333333,0.5,0.1,0.5,0.1,0.5,0.3560606060606061
1480,"[0.27333333 0.40666667 0.42666667 0.50666667 0.57       0.59666667
 0.61333333 0.62333333 0.69       0.76       0.77666667 0.83333333]","[0.33833333 0.44666667 0.46833333 0.54666667 0.63       0.66833333
 0.70666667 0.74166667 0.755      0.78666667 0.83166667 0.84666667]",0.8333333333333333,0.7499999999999999,0.5,0.1,0.5,0.2,0.1,0.26515151515151514
1481,"[0.33666667 0.4        0.47333333 0.46666667 0.53       0.54666667
 0.67333333 0.77333333 0.71       0.75       0.77       0.82      ]","[0.35333333 0.49333333 0.565      0.595      0.63       0.67833333
 0.74666667 0.77833333 0.76333333 0.81333333 0.845      0.85833333]",1.0,1.0,0.5,0.1,0.5,0.2,0.2,0.26515151515151514
1482,"[0.26       0.37333333 0.44333333 0.51       0.58666667 0.56666667
 0.68       0.64333333 0.71333333 0.74       0.82       0.81333333]","[0.31166667 0.43666667 0.45833333 0.54666667 0.565      0.62833333
 0.67666667 0.69166667 0.75333333 0.76833333 0.85       0.83666667]",0.41666666666666663,0.7499999999999999,0.5,0.1,0.5,0.2,0.3,0.42424242424242425
1483,"[0.27666667 0.40333333 0.45       0.50333333 0.53333333 0.59333333
 0.61666667 0.68333333 0.70666667 0.73       0.77       0.79333333]","[0.36333333 0.44666667 0.49166667 0.50833333 0.56333333 0.6
 0.675      0.69166667 0.72166667 0.77333333 0.78833333 0.83833333]",0.75,0.8333333333333333,0.5,0.1,0.5,0.2,0.4,0.2878787878787879
1484,"[0.28333333 0.38       0.42       0.48       0.59333333 0.54666667
 0.61666667 0.66666667 0.7        0.74666667 0.74333333 0.78      ]","[0.33833333 0.44666667 0.45       0.54666667 0.59166667 0.64
 0.65833333 0.69       0.72666667 0.73166667 0.76166667 0.78666667]",0.41666666666666663,0.5833333333333333,0.5,0.1,0.5,0.2,0.5,0.3939393939393939
1485,"[0.27333333 0.41333333 0.53666667 0.59       0.65666667 0.68666667
 0.68       0.74666667 0.75       0.80666667 0.79       0.83333333]","[0.3        0.435      0.535      0.6        0.67       0.73166667
 0.75333333 0.8        0.82333333 0.855      0.87666667 0.90166667]",0.8333333333333333,1.0,0.5,0.1,0.5,0.3,0.1,0.3484848484848485
1486,"[0.29333333 0.36333333 0.49333333 0.54666667 0.59333333 0.61666667
 0.7        0.72       0.71666667 0.76       0.81       0.82666667]","[0.29166667 0.45166667 0.52666667 0.6        0.65666667 0.74333333
 0.75833333 0.81666667 0.825      0.83333333 0.87       0.89166667]",0.8333333333333333,0.9166666666666666,0.5,0.1,0.5,0.3,0.2,0.25
1487,"[0.29       0.41333333 0.47333333 0.56       0.58666667 0.61
 0.70333333 0.67666667 0.78       0.81333333 0.79333333 0.79      ]","[0.32333333 0.43333333 0.53833333 0.60333333 0.63833333 0.70666667
 0.69833333 0.75666667 0.8        0.835      0.85666667 0.86333333]",0.9166666666666666,0.8333333333333333,0.5,0.1,0.5,0.3,0.3,0.36363636363636365
1488,"[0.29333333 0.37666667 0.46       0.53333333 0.54333333 0.58333333
 0.63666667 0.67       0.75       0.71333333 0.73       0.81666667]","[0.34833333 0.44333333 0.53166667 0.57333333 0.66833333 0.68833333
 0.71833333 0.76       0.83       0.87666667 0.84166667 0.90333333]",0.9166666666666666,0.8333333333333333,0.5,0.1,0.5,0.3,0.4,0.29545454545454547
1489,"[0.24       0.33       0.44333333 0.51       0.53       0.64333333
 0.63666667 0.65333333 0.72       0.73333333 0.75       0.81      ]","[0.31333333 0.45333333 0.53833333 0.58333333 0.625      0.69666667
 0.725      0.75333333 0.76       0.77833333 0.84666667 0.85      ]",0.7499999999999999,1.0,0.5,0.1,0.5,0.3,0.5,0.25
1490,"[0.25       0.35333333 0.46666667 0.47666667 0.59333333 0.60333333
 0.68       0.68666667 0.70333333 0.80666667 0.83333333 0.82666667]","[0.32166667 0.44       0.57833333 0.61333333 0.70166667 0.74
 0.78333333 0.815      0.88166667 0.86833333 0.89       0.9       ]",0.75,1.0,0.5,0.1,0.5,0.4,0.1,0.3560606060606061
1491,"[0.34       0.40666667 0.47333333 0.54       0.59333333 0.62666667
 0.67333333 0.68666667 0.69666667 0.78333333 0.81       0.81333333]","[0.29833333 0.45       0.56333333 0.62166667 0.695      0.75333333
 0.81       0.835      0.83833333 0.86166667 0.865      0.89166667]",0.7499999999999999,1.0,0.5,0.1,0.5,0.4,0.2,0.3333333333333333
1492,"[0.25666667 0.41       0.43333333 0.54333333 0.54666667 0.59666667
 0.63333333 0.73       0.74333333 0.81333333 0.83333333 0.8       ]","[0.295      0.435      0.56       0.605      0.67166667 0.73833333
 0.78833333 0.81833333 0.83       0.84666667 0.885      0.905     ]",0.9166666666666666,1.0,0.5,0.1,0.5,0.4,0.3,0.2727272727272727
1493,"[0.26666667 0.36       0.44666667 0.49333333 0.57333333 0.66333333
 0.66       0.73333333 0.71333333 0.77       0.76       0.82666667]","[0.33166667 0.505      0.58833333 0.665      0.68833333 0.74833333
 0.78333333 0.82833333 0.82166667 0.84833333 0.875      0.87      ]",0.9166666666666666,0.8333333333333333,0.5,0.1,0.5,0.4,0.4,0.24242424242424243
1494,"[0.31       0.42       0.42666667 0.52       0.58       0.63
 0.68333333 0.68666667 0.74333333 0.73333333 0.83333333 0.81666667]","[0.34333333 0.465      0.54166667 0.59       0.69166667 0.71833333
 0.76166667 0.78833333 0.81166667 0.85333333 0.86833333 0.88666667]",0.8333333333333333,0.8333333333333333,0.5,0.1,0.5,0.4,0.5,0.3409090909090909
1495,"[0.21333333 0.38       0.47       0.42       0.57666667 0.61666667
 0.71333333 0.71666667 0.72666667 0.75       0.79       0.78666667]","[0.35       0.475      0.57666667 0.66666667 0.765      0.78333333
 0.835      0.865      0.88166667 0.87333333 0.89833333 0.89833333]",1.0,0.6666666666666666,0.5,0.1,0.5,0.5,0.1,0.23484848484848486
1496,"[0.27       0.43333333 0.48333333 0.56333333 0.56666667 0.62333333
 0.72       0.69333333 0.72333333 0.76       0.83       0.83      ]","[0.33666667 0.47       0.54666667 0.61166667 0.72333333 0.76666667
 0.83833333 0.82333333 0.84       0.88333333 0.89333333 0.89666667]",0.8333333333333333,0.9166666666666666,0.5,0.1,0.5,0.5,0.2,0.2727272727272727
1497,"[0.23333333 0.36666667 0.46       0.50666667 0.61333333 0.65333333
 0.70666667 0.67666667 0.73       0.76666667 0.77666667 0.77666667]","[0.32666667 0.455      0.56666667 0.6        0.66333333 0.715
 0.77       0.81166667 0.825      0.84       0.875      0.90333333]",1.0,0.9166666666666666,0.5,0.1,0.5,0.5,0.3,0.38636363636363635
1498,"[0.31666667 0.36333333 0.44666667 0.55666667 0.63       0.6
 0.66       0.71666667 0.75666667 0.77       0.79       0.81666667]","[0.315      0.47166667 0.52666667 0.62833333 0.71833333 0.75
 0.77666667 0.79833333 0.865      0.83333333 0.87833333 0.89333333]",0.8333333333333334,0.9166666666666666,0.5,0.1,0.5,0.5,0.4,0.22727272727272727
1499,"[0.30666667 0.42       0.47666667 0.52333333 0.55666667 0.60666667
 0.68666667 0.72       0.73666667 0.73       0.8        0.82      ]","[0.325      0.47666667 0.55666667 0.635      0.67166667 0.71666667
 0.77333333 0.83       0.835      0.86833333 0.88666667 0.89833333]",0.9166666666666666,0.8333333333333333,0.5,0.1,0.5,0.5,0.5,0.29545454545454547
1500,"[0.25333333 0.35666667 0.50666667 0.6        0.69666667 0.78
 0.86       0.89666667 0.93       0.95       0.94666667 0.95666667]","[0.275      0.41833333 0.45833333 0.61166667 0.715      0.80333333
 0.86833333 0.90333333 0.93       0.945      0.97333333 0.97666667]",0.5,1.0,0.5,0.15,0.1,0.1,0.1,0.6666666666666666
1501,"[0.32666667 0.42       0.54       0.67       0.70333333 0.80333333
 0.86333333 0.91       0.91       0.95       0.95333333 0.96666667]","[0.29666667 0.40666667 0.48333333 0.60666667 0.69333333 0.77333333
 0.85       0.92166667 0.94833333 0.94       0.97666667 0.98333333]",0.5,1.0,0.5,0.15,0.1,0.1,0.2,0.7272727272727273
1502,"[0.32333333 0.37333333 0.47666667 0.62666667 0.67666667 0.81
 0.84666667 0.92333333 0.93333333 0.94666667 0.96       0.97333333]","[0.26333333 0.38166667 0.48333333 0.595      0.695      0.75166667
 0.83166667 0.89666667 0.90666667 0.95666667 0.955      0.97166667]",0.6666666666666666,1.0,0.5,0.15,0.1,0.1,0.3,0.6742424242424242
1503,"[0.3        0.39666667 0.51666667 0.62       0.70333333 0.78
 0.83666667 0.89333333 0.91666667 0.92333333 0.92333333 0.94      ]","[0.285      0.375      0.50833333 0.6        0.69       0.77166667
 0.845      0.88833333 0.93666667 0.96333333 0.97333333 0.97833333]",0.9166666666666666,0.75,0.5,0.15,0.1,0.1,0.4,0.30303030303030304
1504,"[0.31       0.36666667 0.42666667 0.56       0.65333333 0.74
 0.80666667 0.84333333 0.86666667 0.90333333 0.91       0.91      ]","[0.28666667 0.41666667 0.50833333 0.66833333 0.695      0.76666667
 0.845      0.875      0.91666667 0.95       0.96       0.965     ]",0.6666666666666666,1.0,0.5,0.15,0.1,0.1,0.5,0.8181818181818182
1505,"[0.29       0.46333333 0.59       0.74666667 0.79       0.81
 0.89333333 0.94666667 0.96333333 0.96666667 0.97333333 0.98666667]","[0.27       0.455      0.51       0.61833333 0.705      0.795
 0.88833333 0.92666667 0.945      0.97166667 0.975      0.98666667]",0.5,1.0,0.5,0.15,0.1,0.2,0.1,0.7196969696969697
1506,"[0.27333333 0.4        0.54333333 0.7        0.78       0.86
 0.92333333 0.93       0.95       0.98333333 0.98666667 0.99      ]","[0.27833333 0.39166667 0.49666667 0.62       0.725      0.79333333
 0.89166667 0.92333333 0.94       0.96333333 0.96833333 0.98833333]",0.5833333333333334,1.0,0.5,0.15,0.1,0.2,0.2,0.5
1507,"[0.29333333 0.40666667 0.54       0.66333333 0.74666667 0.8
 0.89       0.89666667 0.92666667 0.95333333 0.96666667 0.96666667]","[0.26333333 0.41       0.48833333 0.64666667 0.72       0.77666667
 0.85333333 0.92       0.94833333 0.96666667 0.97166667 0.97833333]",0.49999999999999994,1.0,0.5,0.15,0.1,0.2,0.3,0.6893939393939394
1508,"[0.28666667 0.33       0.51333333 0.59666667 0.72333333 0.79333333
 0.83666667 0.87666667 0.91       0.93       0.93       0.93      ]","[0.27       0.43166667 0.47333333 0.63       0.715      0.82
 0.85666667 0.90333333 0.93333333 0.96       0.97833333 0.975     ]",0.6666666666666666,1.0,0.5,0.15,0.1,0.2,0.4,0.7651515151515151
1509,"[0.26666667 0.38       0.54666667 0.64666667 0.72333333 0.73333333
 0.83       0.88333333 0.91333333 0.91333333 0.95333333 0.95333333]","[0.25833333 0.415      0.49166667 0.58666667 0.67166667 0.77666667
 0.865      0.905      0.93833333 0.955      0.98833333 0.97666667]",0.6666666666666666,1.0,0.5,0.15,0.1,0.2,0.5,0.7878787878787878
1510,"[0.30333333 0.4        0.52666667 0.68       0.69666667 0.83
 0.92333333 0.93666667 0.94666667 0.98       0.97333333 0.99      ]","[0.26166667 0.43666667 0.51833333 0.66       0.74666667 0.83833333
 0.915      0.92833333 0.96166667 0.97666667 0.99333333 0.98666667]",1.0,1.0,0.5,0.15,0.1,0.3,0.1,0.1893939393939394
1511,"[0.31333333 0.44666667 0.55       0.66       0.78       0.87333333
 0.92       0.93666667 0.96       0.96333333 0.96666667 0.97      ]","[0.245      0.37333333 0.515      0.65833333 0.725      0.84166667
 0.90166667 0.93333333 0.96       0.96833333 0.99       0.97833333]",0.49999999999999994,1.0,0.5,0.15,0.1,0.3,0.2,0.7424242424242424
1512,"[0.29666667 0.40666667 0.51333333 0.65666667 0.78       0.84666667
 0.89333333 0.91666667 0.92333333 0.94666667 0.94333333 0.96666667]","[0.31833333 0.465      0.53166667 0.68333333 0.78166667 0.86666667
 0.91333333 0.94       0.96166667 0.985      0.99       0.99166667]",0.5833333333333333,1.0,0.5,0.15,0.1,0.3,0.3,0.26515151515151514
1513,"[0.26       0.39333333 0.54666667 0.64333333 0.81333333 0.84666667
 0.88333333 0.91666667 0.94666667 0.97       0.97       0.97333333]","[0.3        0.41166667 0.50666667 0.65833333 0.75       0.79333333
 0.87666667 0.915      0.95       0.96833333 0.98166667 0.98      ]",1.0,0.9166666666666666,0.5,0.15,0.1,0.3,0.4,0.14393939393939395
1514,"[0.29       0.38       0.51666667 0.64666667 0.71666667 0.77
 0.88333333 0.9        0.91666667 0.93666667 0.94666667 0.95333333]","[0.29333333 0.45333333 0.49166667 0.62833333 0.735      0.835
 0.89833333 0.91       0.95666667 0.96333333 0.97333333 0.98666667]",0.6666666666666666,1.0,0.5,0.15,0.1,0.3,0.5,0.8712121212121212
1515,"[0.28666667 0.37       0.53666667 0.68666667 0.81666667 0.85666667
 0.93333333 0.95       0.95333333 0.97       0.98333333 0.98333333]","[0.27666667 0.42166667 0.52333333 0.715      0.77333333 0.86833333
 0.90833333 0.94666667 0.97333333 0.98166667 0.99166667 0.995     ]",1.0,1.0,0.5,0.15,0.1,0.4,0.1,0.12121212121212122
1516,"[0.31       0.48       0.61666667 0.70666667 0.81333333 0.84333333
 0.91       0.95666667 0.96       0.97       0.97       0.97333333]","[0.26666667 0.41833333 0.55333333 0.70333333 0.77333333 0.85833333
 0.92       0.94833333 0.97       0.98666667 0.98       0.995     ]",0.41666666666666663,0.9166666666666666,0.5,0.15,0.1,0.4,0.2,0.7272727272727273
1517,"[0.31666667 0.47       0.6        0.69333333 0.78       0.83333333
 0.88333333 0.89666667 0.93       0.95666667 0.95666667 0.96666667]","[0.28333333 0.44833333 0.53666667 0.68333333 0.755      0.85666667
 0.90666667 0.945      0.965      0.97333333 0.98666667 0.99166667]",1.0,1.0,0.5,0.15,0.1,0.4,0.3,0.11363636363636363
1518,"[0.29333333 0.40333333 0.56       0.67666667 0.78666667 0.83
 0.88666667 0.92666667 0.94       0.94666667 0.96333333 0.97      ]","[0.28166667 0.45333333 0.53833333 0.67166667 0.74666667 0.84333333
 0.89333333 0.93166667 0.97       0.96166667 0.98666667 0.99166667]",0.9166666666666666,1.0,0.5,0.15,0.1,0.4,0.4,0.12121212121212122
1519,"[0.28       0.41       0.53333333 0.65333333 0.82       0.83666667
 0.89666667 0.94333333 0.94666667 0.97       0.96333333 0.97      ]","[0.27166667 0.43833333 0.54333333 0.665      0.72666667 0.83666667
 0.895      0.94166667 0.95333333 0.96       0.98       0.98      ]",0.5,1.0,0.5,0.15,0.1,0.4,0.5,0.7348484848484849
1520,"[0.27666667 0.40666667 0.5        0.67333333 0.77       0.79333333
 0.86333333 0.90333333 0.93333333 0.95333333 0.96666667 0.98      ]","[0.29       0.43833333 0.53666667 0.65       0.785      0.88166667
 0.91833333 0.94166667 0.96833333 0.975      0.98166667 0.99833333]",1.0,1.0,0.5,0.15,0.1,0.5,0.1,0.09848484848484848
1521,"[0.31333333 0.4        0.51666667 0.67666667 0.77666667 0.86333333
 0.91       0.93       0.95       0.95333333 0.97       0.97333333]","[0.31       0.44333333 0.54833333 0.68166667 0.76666667 0.83333333
 0.91166667 0.92333333 0.97333333 0.97166667 0.985      0.995     ]",0.49999999999999994,1.0,0.5,0.15,0.1,0.5,0.2,0.7196969696969697
1522,"[0.25333333 0.41666667 0.54666667 0.66333333 0.77333333 0.84
 0.90666667 0.92       0.93333333 0.96333333 0.97       0.97      ]","[0.27333333 0.40833333 0.54666667 0.67666667 0.775      0.84666667
 0.9        0.92833333 0.955      0.96       0.98666667 0.99      ]",0.5833333333333334,1.0,0.5,0.15,0.1,0.5,0.3,0.8333333333333334
